area_type,availability,size,total_sqft,location,bath,LONGITUDE,LATITUDE,balcony,price
Built-up  Area,Ready To Move,3,1500.272777,"J.P Nagar,Mysore",3,12.261327,76.644706,2,55
Built-up  Area,18-Dec,4,2319.464371,"Bannerghatta Road,Bangalore",2,12.808137,77.58308,1,97
Super built-up  Area,Ready To Move,3,2284.232621,"Wadala East,Mumbai",3,19.014858,72.8662,2,370
Super built-up  Area,Ready To Move,2,1248.275862,"Sector - 36 Rohtak,Rohtak",2,28.915079,76.619518,2,36.2
Super built-up  Area,Ready To Move,3,1529.902643,"Baner,Pune",2,18.558319,73.77588,2,110
Super built-up  Area,Ready To Move,3,1641.009612,"Lokhandwala Kandivali East,Maharashtra",2,19.1955,72.8728,1,210
Super built-up  Area,Ready To Move,1,599.9250094,"Sector-52 Noida,Noida",2,28.588293,77.369224,2,32
Super built-up  Area,Ready To Move,5,5261.640479,"Sector-54 Gurgaon,Gurgaon",2,28.440728,77.114195,2,730
Plot  Area,Ready To Move,2,1298.701299,"Ahinsa Khand 2,Ghaziabad",3,28.9196,76.8972,3,52
Super built-up  Area,Ready To Move,1,625,"Naigaon (East),Mumbai",2,19.35269,72.864824,1,29.4
Built-up  Area,Ready To Move,4,1210.036938,"Malad (West),Lalitpur",2,19.1849,72.8347,2,190
Super built-up  Area,Ready To Move,1,732.6304407,"Bannerghatta Road,Bangalore",3,12.808137,77.58308,3,27.1
Plot  Area,18-May,3,1265.822785,"Malad (West),Maharashtra",4,19.1849,72.8347,1,210
Super built-up  Area,Ready To Move,3,1650.109446,"Kaspate Vasti,Pune",2,18.52361,73.84778,2,98
Super built-up  Area,21-Dec,2,1200,"Giriraj Main Road,Junagadh",2,28.776296,77.504595,1,15
Built-up  Area,Ready To Move,2,720.3918932,"Charai,Maharashtra",2,18.247815,73.144969,2,150
Super built-up  Area,Ready To Move,3,2185.593298,"Dollars Colony,Bangalore",3,15.346804,75.115177,1,240
Super built-up  Area,Ready To Move,2,655.0392757,"Tathawade,Pune",3,18.6182,73.7447,0,49.2
Built-up  Area,Ready To Move,3,1479.859895,"Indirapuram,Ghaziabad",5,28.63676,77.36315,2,84.5
Super built-up  Area,Ready To Move,3,1666.666667,"Sector-108 Gurgaon,Gurgaon",2,28.514348,76.983292,2,140
Built-up  Area,Ready To Move,2,995.0248756,"Sector 10,Sonipat",3,28.990399,77.059442,0,32
Super built-up  Area,Ready To Move,3,3844.208397,"Sector-65 Gurgaon,Gurgaon",2,28.403138,77.070052,2,380
Super built-up  Area,Ready To Move,1,617.0150987,"Goregaon (West),Mumbai",2,19.161955,72.839616,2,85
Built-up  Area,Ready To Move,2,1057.753332,"kavesar,Mumbai",3,18.96667,72.83333,2,100
Built-up  Area,18-Aug,3,1400.437637,"Mansarovar,Jaipur",2,26.8626,75.7633,1,32
Super built-up  Area,Ready To Move,2,1250,"Nirmal Bag,Rishikesh",2,30.06583,78.274812,2,42
Super built-up  Area,Ready To Move,3,2521.273243,"Hadapsar,Pune",2,18.49667,73.94167,2,160
Super built-up  Area,Ready To Move,4,2200.236267,"Kundli,Sonipat",3,28.874383,77.113251,2,74.5
Super built-up  Area,19-Apr,2,1742.015761,"Junwani,Bhilai",2,21.201983,81.374348,1,42
Super built-up  Area,Ready To Move,2,1119.512195,"Zirakpur,Chandigarh",2,30.662283,76.822397,1,45.9
Super built-up  Area,Ready To Move,3,1518.178186,"Seawoods,Maharashtra",2,19.015277,73.018382,1,190
Super built-up  Area,19-Sep,3,1650.520273,"Sector-74 Mohali,Mohali",2,30.708552,76.689052,1,46
Super built-up  Area,18-May,2,927.7504105,"Derebail,Mangalore",2,12.909715,74.844226,1,33.9
Super built-up  Area,Ready To Move,2,1150.283836,"Raj Nagar Extension,Ghaziabad",2,26.900926,75.775927,2,38.5
Super built-up  Area,Ready To Move,2,1045.057392,"Rajarhat,Kolkata",2,22.54111,88.33778,3,61
Super built-up  Area,Ready To Move,3,1735.015773,"Gola Road,Patna",4,25.61,85.14139,2,99
Super built-up  Area,Ready To Move,3,1645.303233,"Dodda Nekkundi,Bangalore",3,12.96991,77.59796,,86
Super built-up  Area,18-Mar,3,1557.197592,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,56.9
Super built-up  Area,Ready To Move,4,2059.378754,"Yelahanka,Bangalore",3,13.11389,77.59833,3,120
Super built-up  Area,Ready To Move,2,407.7253219,"Ambernath,Mumbai",2,18.96,72.82,1,24.7
Super built-up  Area,Ready To Move,3,1300.191205,"Adityapur,Jamshedpur",2,22.7808,86.1522,2,34
Super built-up  Area,Ready To Move,3,1564.812857,"Sector-88 Mohali,Mohali",2,30.684523,76.691728,2,74
Plot  Area,18-Feb,4,2219.263205,"Sikar Road,Jaipur",2,27.61194,75.13972,1,50
Super built-up  Area,Ready To Move,4,3132.53012,"Sector-121 Mohali,Mohali",2,30.696627,76.693764,1,130
Super built-up  Area,19-Mar,2,785.0834151,"Old Perungalathur,Chennai",3,12.9182,80.0824,2,40
Super built-up  Area,18-Nov,3,1850.220264,"Peer muchulla sector20 panchkula,Chandigarh",2,30.660437,76.861517,1,42
Super built-up  Area,19-Dec,2,592.0496194,"Vasundhara,Ghaziabad",1,28.65998,77.370279,0,42
Built-up  Area,Ready To Move,3,1980,"Vaishali Nagar,Jaipur",2,26.91868,75.750399,2,79.2
Built-up  Area,18-Apr,3,1584.847313,"Medavakkam,Chennai",1,12.91716,80.19287,1,82
Built-up  Area,Ready To Move,3,2225.886232,"Indra Nagar,Bangalore",4,13.088349,77.391049,0,270
Super built-up  Area,21-Jul,3,1480.228378,"New Town,Kolkata",2,22.5922,88.484911,0,70
Super built-up  Area,Ready To Move,3,1225.073164,"Sector-44 A chandigarh,Chandigarh",2,30.714837,76.751896,1,180
Super built-up  Area,20-Dec,1,647.0181902,"Nagavarapalya,Bangalore",2,12.96991,77.59796,1,28.1
Super built-up  Area,Ready To Move,3,909.5318943,"Kolshet Road,Maharashtra",2,19.249861,72.963866,2,150
Super built-up  Area,18-May,1,550.0982318,"Honda showroom near,Pune",1,18.52361,73.84778,1,28
Super built-up  Area,19-Mar,4,2360.346184,"Sector 88 Faridabad,Faridabad",3,28.431862,77.351104,2,90
Super built-up  Area,Ready To Move,2,664.0507093,"Munnu Khera,Lucknow",2,26.823489,80.858175,1,22
Super built-up  Area,Ready To Move,3,1278.15945,"Subramanyapura,Bangalore",1,12.898461,77.528179,1,80
Super built-up  Area,Ready To Move,2,1075.037626,"Kereguddadahalli,Bangalore",3,13.079235,77.517166,2,50
Super built-up  Area,Ready To Move,2,1025.125628,"Besa,Nagpur",2,21.080409,79.098334,1,51
Super built-up  Area,Ready To Move,3,1260.005929,"Banashankari,Bangalore",2,12.96991,77.59796,2,85
Built-up  Area,18-Jul,3,1303.538175,"Manpada,Lalitpur",2,24.69028,78.41889,2,140
Built-up  Area,Ready To Move,2,1000,"Zingabai Takli,Nagpur",3,21.033401,79.491924,1,33
Super built-up  Area,Ready To Move,3,1350.048216,"Rajiv Gandhi Nagar,Mumbai",2,18.460652,73.87053,1,210
Super built-up  Area,Ready To Move,2,1125.015801,"Bevarly Park,Lalitpur",3,24.69028,78.41889,2,89
Super built-up  Area,Ready To Move,2,1173.269852,"Budigere,Bangalore",3,13.141581,77.749756,2,69
Plot  Area,Ready To Move,5,1677.279964,"Goregaon (East),Mumbai",3,19.1615,72.8731,2,590
Super built-up  Area,Ready To Move,3,1931.09197,"Sector 88 Faridabad,Faridabad",3,28.431862,77.351104,2,69.5
Super built-up  Area,Ready To Move,2,1098.666667,"Sector 84 Faridabad,Faridabad",2,28.40473,77.367514,2,41.2
Super built-up  Area,18-Dec,6,3000,"Lokhandwala Andheri West,Lalitpur",3,19.137628,72.824162,0,900
Super built-up  Area,Ready To Move,2,1225.769669,"Khar West,Lalitpur",2,19.0705,72.8309,1,430
Built-up  Area,Ready To Move,2,1044.129236,"Dombivli (East),Maharashtra",2,19.2167,73.0833,1,53
Built-up  Area,Ready To Move,3,1265.148488,"Mira Road,Maharashtra",2,19.283359,72.864964,2,95
Super built-up  Area,Ready To Move,3,996.8669895,"Nallambakkam,Chennai",2,12.841795,80.133809,2,35
Super built-up  Area,Ready To Move,2,1013.824885,"Sector 77 Faridabad,Faridabad",1,28.368269,77.37273,1,33
Super built-up  Area,Ready To Move,3,1664.201183,"Sector-70 Noida,Noida",2,28.59632,77.38143,2,90
Super built-up  Area,18-May,3,1715.492214,"ITPL,Bangalore",3,12.985786,77.73556,1,130
Super built-up  Area,Ready To Move,3,2100.25203,"Sector-79 Mohali,Mohali",6,30.678174,76.712936,2,75
Super built-up  Area,Ready To Move,3,758.8692848,"Mulund (West),Mumbai",2,19.1759,72.9522,2,240
Super built-up  Area,Ready To Move,2,1100.101626,"Pm Palem,Visakhapatnam",2,17.7,83.25,2,43.3
Plot  Area,Ready To Move,2,927.1277582,"Ganapathipura,Bangalore",4,12.96991,77.59796,2,50
Plot  Area,Ready To Move,2,850.0380614,"Mira Road,Lalitpur",1,19.283359,72.864964,0,67
Built-up  Area,Ready To Move,2,1270.098635,"Shankar Kalat Nagar,Pune",2,19.957301,73.839897,2,94
Plot  Area,Ready To Move,4,2325.581395,"Adajan,Surat",5,24.395822,78.989627,1,100
Super built-up  Area,Ready To Move,3,1924.383065,"New Town,Kolkata",2,22.5922,88.484911,2,85
Super built-up  Area,18-Dec,3,1423.785595,"Sector-45 Noida,Noida",2,28.553374,77.355611,1,85
Built-up  Area,Ready To Move,1,645.0423885,"Manjri BK,Pune",2,18.490075,73.968862,1,35
Super built-up  Area,18-Dec,3,1450.039547,"BTM Layout,Bangalore",3,12.96991,77.59796,2,55
Super built-up  Area,Ready To Move,3,1315.032465,"Wadala East,Mumbai",2,19.014858,72.8662,2,320
Super built-up  Area,Ready To Move,2,1017.055234,"Kolapakkam,Chennai",2,13.007082,80.151497,2,65
Super built-up  Area,Ready To Move,2,515.1983514,"M G Road Goregaon West,Mumbai",2,19.161955,72.839616,1,130
Super built-up  Area,18-Sep,2,870.213824,"Garia,Kolkata",2,22.403867,88.470006,2,35
Super built-up  Area,Ready To Move,3,1380.28169,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,53.9
Super built-up  Area,Ready To Move,3,1529.902643,"Cossipore,Kolkata",2,22.615826,88.37187,2,110
Plot  Area,Ready To Move,3,1599.409449,"Ajmer Road,Jaipur",4,26.928785,75.828002,1,32.5
Super built-up  Area,Ready To Move,2,1000,"Sector-15 Ghansoli,Maharashtra",4,19.126499,72.99956,2,100
Plot  Area,Ready To Move,1,580.0464037,"Uruli Kanchan,Pune",3,18.48333,74.13333,1,30
Super built-up  Area,Ready To Move,2,899.8054475,"Handewadi,Pune",3,19.910551,74.283241,3,37
Built-up  Area,Ready To Move,1,580.0464037,"Wakad,Pune",4,18.5993,73.7625,1,45
Super built-up  Area,18-Jul,2,1063.007344,"Dhirenpara,Guwahati",2,26.16667,91.76667,2,55
Plot  Area,Ready To Move,3,1160.092807,"Edapally,Kochi",6,9.930471,76.271273,2,35
Built-up  Area,Ready To Move,6,3280.182232,"Panch Pakhadi,Lalitpur",2,24.69028,78.41889,2,360
Super built-up  Area,20-Jan,3,82138.49061,"Hinjewadi,Pune",2,18.5853,73.7413,1,7390
Super built-up  Area,Ready To Move,2,889.0469417,"Mira Road East,Maharashtra",2,19.2836,72.8675,3,100
Super built-up  Area,Ready To Move,3,1794.974073,"Sector-93 Noida,Noida",2,28.5216,77.3863,2,90
Super built-up  Area,Ready To Move,2,1090.094574,"Jagatpura,Jaipur",2,26.832353,75.841749,2,21.9
Super built-up  Area,18-Apr,1,575.4614549,"Kattupakkam,Chennai",3,13.042089,80.124264,2,21.2
Super built-up  Area,Ready To Move,1,610.0660905,"Zirakpur,Chandigarh",3,30.662283,76.822397,2,24
Super built-up  Area,Ready To Move,1,740,"Khodiyar Nagar,Vadodara",2,22.239999,73.074686,3,18.5
Super built-up  Area,Ready To Move,2,820.1202843,"Gouri Nagar,Bhubaneswar",2,20.240451,85.838226,1,45
Super built-up  Area,Ready To Move,2,1280.091708,"Ramachandra Agrahara,Mysore",2,12.293582,76.654333,3,67
Super built-up  Area,18-May,1,654.8255938,"Diva,Mumbai",1,19.186352,73.046893,1,30.6
Built-up  Area,Ready To Move,2,701.0418506,"Kiwale,Pune",2,18.658033,73.720121,3,39.7
Super built-up  Area,Ready To Move,3,1924.097665,"Chembur (East),Mumbai",2,19.05871,72.89969,1,290
Super built-up  Area,Ready To Move,3,1725.163593,"Sector 8 Sonipat,Sonipat",3,28.995663,77.077794,3,58
Super built-up  Area,Ready To Move,2,930.2325581,"Sagda,Jabalpur",6,23.101493,79.724708,2,22
Super built-up  Area,Ready To Move,2,1167.542323,"Jogeshwari (East),Lalitpur",1,19.1347,72.8553,1,220
Plot  Area,Ready To Move,1,645.0012404,"Thane West,Maharashtra",3,19.18,72.96333,1,52
Super built-up  Area,Ready To Move,2,986.9565217,"Nagarbhavi,Bangalore",2,12.957468,77.516563,2,45.4
Super built-up  Area,Ready To Move,2,850.0510031,"Kunadi,Kota",2,25.025959,75.873414,2,25
Super built-up  Area,Ready To Move,3,1110.143666,"Behala Chowrasta,Kolkata",3,22.486964,88.313191,3,51
Super built-up  Area,Ready To Move,3,1595.644828,"Airoli,Lalitpur",3,19.159184,72.993784,1,170
Plot  Area,Ready To Move,3,1660.280971,"PAL,Surat",3,21.17,72.83,0,65
Carpet  Area,Ready To Move,3,1459.380574,"Kothrud,Pune",3,18.5101,73.8141,2,180
Super built-up  Area,Ready To Move,4,2799.865606,"Sector 20 Kharghar,Mumbai",2,19.049214,73.072916,1,500
Super built-up  Area,Ready To Move,4,2845.528455,"Sector-121 Mohali,Mohali",3,30.696627,76.693764,2,140
Super built-up  Area,Ready To Move,2,1234.132581,"New Alkapuri,Vadodara",2,22.31055,73.1695,2,35
Super built-up  Area,Ready To Move,1,800,"Uttardhauna,Lucknow",3,26.86056,80.91583,2,26.4
Super built-up  Area,Ready To Move,3,1920.076803,"2nd Block Hrbr Layout,Bangalore",2,13.037343,77.628291,2,160
Plot  Area,Ready To Move,3,2548.939641,"Mahanagar,Lucknow",2,26.86056,80.91583,0,250
Built-up  Area,Ready To Move,3,2221.100454,"Harlur Road,Bangalore",2,12.904179,77.665897,1,220
Super built-up  Area,Ready To Move,1,699.1673552,"Behram Baug,Lalitpur",2,24.69028,78.41889,2,110
Super built-up  Area,Ready To Move,3,1700.017709,"Wadala,Mumbai",2,31.292091,75.543763,2,480
Built-up  Area,Ready To Move,2,1155.042203,"Jagatpura,Jaipur",2,26.832353,75.841749,3,26
Super built-up  Area,Ready To Move,1,1065.246338,"Gayatri Nagar,Bhavnagar",3,22.18322,71.669082,1,8
Super built-up  Area,Ready To Move,2,1025.115325,"9th Phase JP Nagar,Bangalore",3,35.37387,132.764401,3,60
Super built-up  Area,Ready To Move,2,980.031851,"Chembur (East),Mumbai",2,19.05871,72.89969,1,240
Built-up  Area,Ready To Move,3,1733.102253,"Laxmi Nagar,Mumbai",5,22.281215,70.789479,0,250
Built-up  Area,Ready To Move,2,947.8672986,"Dindoshi,Maharashtra",4,18.96,72.82,3,170
Super built-up  Area,Ready To Move,3,1074.413052,"Arrah Kalinagar,Durgapur",3,23.176681,87.953557,2,27
Plot  Area,Ready To Move,2,1140.114011,"Shankar Kalat Nagar,Pune",5,19.957301,73.839897,2,76
Built-up  Area,Ready To Move,3,1458.837772,"Zirakpur,Chandigarh",2,30.662283,76.822397,3,48.2
Super built-up  Area,Ready To Move,4,1890.034364,"VIP Road,Kolkata",1,22.616946,88.431928,1,88
Built-up  Area,Ready To Move,2,918.1050312,"Dombivli (East),Lalitpur",2,19.2167,73.0833,1,50
Super built-up  Area,Ready To Move,2,840.0537634,"NH-24 Highway,Ghaziabad",2,28.66667,77.41667,2,25
Plot  Area,Ready To Move,3,1391.428571,"Electronic City,Bangalore",4,12.8458,77.6727,3,48.7
Super built-up  Area,22-Jun,3,1100,"Ambattur,Chennai",2,13.0983,80.1622,1,66
Plot  Area,Ready To Move,4,2663.760746,"Kotturpuram,Chennai",4,13.0156,80.2467,2,440
Super built-up  Area,18-Apr,2,950.2515372,"Maligaon,Guwahati",2,26.16667,91.76667,1,34
Super built-up  Area,Ready To Move,2,1450.209475,"Gollapudi,Vijayawada",2,16.535675,80.583436,1,45
Super built-up  Area,18-May,2,677.0833333,"Kharadi,Pune",2,18.5438,73.9438,1,65
Super built-up  Area,18-May,3,2341.076895,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,130
Super built-up  Area,Ready To Move,1,414.0786749,"Sector 82 Faridabad,Faridabad",3,28.394375,77.357227,2,14
Plot  Area,Ready To Move,3,1377.065598,"Chaitanya School,Tirupati",3,13.65,79.42,3,55
Super built-up  Area,Ready To Move,3,3304.347826,"Wada,Lalitpur",5,24.69028,78.41889,3,19
Plot  Area,Ready To Move,4,2650.299902,"Roadpali,Lalitpur",4,24.69028,78.41889,3,190
Super built-up  Area,Ready To Move,2,1162.855549,"Noida Extension,Noida",2,28.579004,77.431173,,41.7
Super built-up  Area,Ready To Move,2,858.0523803,"Keshav Nagar,Pune",3,27.16726,75.709505,2,59.3
Built-up  Area,Ready To Move,2,677.0153296,"Wadala,Maharashtra",8,19.015576,72.851441,,140
Super built-up  Area,Ready To Move,3,1334.782609,"Vijayanagar,Bangalore",2,12.96991,77.59796,3,61.4
Super built-up  Area,Ready To Move,2,950.1187648,"Bicholi Mardana,Indore",2,22.1764,75.8193,3,24
Super built-up  Area,18-Nov,2,1107.05913,"Bidadi,Bangalore",2,12.7989,77.3864,1,42.5
Super built-up  Area,20-Jan,2,931.5411066,"Rajarhat,Kolkata",2,22.54111,88.33778,1,29.8
Super built-up  Area,Ready To Move,3,1500,"Bhayli,Vadodara",2,22.288976,73.128222,2,30
Built-up  Area,Ready To Move,2,926.1674928,"Anandapur,Kolkata",2,22.242796,87.779073,1,35.5
Super built-up  Area,18-Nov,2,1202.086641,"Sector-137 Noida,Noida",4,28.506454,77.409568,0,53
Super built-up  Area,Ready To Move,3,2620.373403,"Sector-128 Noida,Noida",2,28.522931,77.357078,2,160
Built-up  Area,Ready To Move,1,744.0839229,"Ghodbunder Road,Mumbai",3,28.743724,76.811315,2,61
Super built-up  Area,Ready To Move,2,1300.390117,"Chenchupet,Tenali",3,16.245539,80.63748,3,30
Built-up  Area,Ready To Move,2,890.052356,"Sector-137 Noida,Noida",3,28.506454,77.409568,0,42.5
Built-up  Area,Ready To Move,6,3900.011143,"Juhu,Maharashtra",2,19.1026,72.8243,3,2100
Super built-up  Area,Ready To Move,3,1861.356932,"Sector 88 Faridabad,Faridabad",2,28.431862,77.351104,1,63.1
Built-up  Area,Ready To Move,3,1474.820144,"Raj Nagar Extension,Ghaziabad",2,26.900926,75.775927,1,45.1
Super built-up  Area,Ready To Move,1,650.026001,"Kalyan (West),Lalitpur",2,19.245347,73.124577,1,50
Super built-up  Area,Ready To Move,2,1049.333333,"Mira Road East,Mumbai",2,19.2836,72.8675,1,78.7
Super built-up  Area,Ready To Move,3,1782.077393,"Jakkur,Bangalore",2,12.928575,77.585721,1,140
Built-up  Area,Ready To Move,2,854.5454545,"Noida Extension,Noida",3,28.579004,77.431173,2,23.5
Built-up  Area,Ready To Move,1,600.0857265,"Raj Park,Jamnagar",3,22.476802,70.090886,0,14
Plot  Area,Ready To Move,2,1200.087279,"Fatehgunj,Vadodara",3,22.337051,73.182794,0,55
Built-up  Area,Ready To Move,1,650.0691563,"Sector 5 Ulwe,Lalitpur",2,22.575343,88.433715,1,47
Super built-up  Area,Ready To Move,3,1789.473684,"Zirakpur,Chandigarh",3,30.662283,76.822397,3,68
Super built-up  Area,Ready To Move,2,1240.149851,"Sector-9 Ulwe,Mumbai",2,18.973908,73.025106,1,96
Super built-up  Area,18-May,3,3117.820807,"Kasavanhalli,Bangalore",2,12.9077,77.6755,1,190
Super built-up  Area,Ready To Move,2,2562.929062,"Sector-88 Mohali,Mohali",2,30.684523,76.691728,2,56
Built-up  Area,Ready To Move,3,3454.894434,"Sector-62 Gurgaon,Gurgaon",2,28.407632,77.084393,2,360
Super built-up  Area,18-Aug,2,464.7249191,"Bagalur,Bangalore",2,13.143933,77.667304,2,35.9
Built-up  Area,Ready To Move,2,1063.11008,"Sainath Nagar,Maharashtra",2,18.628795,73.852993,,110
Super built-up  Area,Ready To Move,2,1175.153889,"Madhurawada,Visakhapatnam",2,17.815234,83.35818,2,42
Plot  Area,Ready To Move,2,750,"Whitefield,Bangalore",5,12.9958935,77.761394,0,60
Super built-up  Area,Ready To Move,3,3000.01875,"Pali Hill,Mumbai",2,20.604301,72.908811,2,1600
Super built-up  Area,19-Jul,1,655.0308008,"Virar West,Lalitpur",2,19.4559,72.8114,1,31.9
Super built-up  Area,Ready To Move,3,1611.170784,"Hebbal,Bangalore",2,13.04034,77.591347,3,120
Plot  Area,Ready To Move,3,1500.093756,"Gubbalala,Bangalore",3,12.96991,77.59796,1,80
Super built-up  Area,18-Jul,2,1000,"Tarsali,Vadodara",2,22.261354,73.215533,1,26
Super built-up  Area,Ready To Move,3,1500.203832,"KR Puram,Bangalore",2,13.010349,77.712151,1,73.6
Super built-up  Area,Ready To Move,1,699.9351912,"Mira Road,Lalitpur",1,19.283359,72.864964,1,54
Super built-up  Area,19-Dec,1,489.9387577,"Panvel,Mumbai",2,18.966114,73.148278,1,28
Built-up  Area,Ready To Move,2,828.7063893,"Kurar Village,Mumbai",2,18.914541,72.818211,2,100
Plot  Area,Ready To Move,2,850.2772643,"Vilachery,Madurai",4,9.91966,78.11939,3,23
Plot  Area,Ready To Move,2,950.0542888,"Patuapara,Kolkata",3,22.626949,88.334486,2,70
Super built-up  Area,Ready To Move,3,1622.187336,"Sector-143 Noida,Noida",3,28.5035,77.426447,2,62
Super built-up  Area,Ready To Move,2,607.3656894,"Pokharan Road,Lalitpur",2,24.69028,78.41889,1,110
Super built-up  Area,Ready To Move,2,820.1701094,"Sakher Bazar,Kolkata",2,22.140267,88.403089,2,27
Built-up  Area,Ready To Move,2,1269.990593,"New Chandigarh,Chandigarh",2,30.73528,76.79111,3,40.5
Super built-up  Area,Ready To Move,4,2080.332853,"Mogappair,Chennai",2,13.07265,80.176063,1,130
Super built-up  Area,18-May,2,950.1689189,"Kanakapura,Bangalore",2,12.55,77.417,1,45
Super built-up  Area,Ready To Move,2,1050.06105,"Seminari Hill,Lalitpur",2,24.69028,78.41889,2,43
Super built-up  Area,Ready To Move,4,3000,"Sector-127 Chandigarh,Chandigarh",2,30.7055,76.803154,1,96
Super built-up  Area,Ready To Move,3,1265.365148,"Reekjoyoni,Kolkata",2,22.625262,88.502287,3,35
Super built-up  Area,20-Aug,3,1765.063907,"Sector-120 Noida,Noida",1,28.585757,77.396668,1,87
Super built-up  Area,Ready To Move,2,1060.111836,"Sector-35G Kharghar,Mumbai",2,19.038205,73.06612,1,91
Super built-up  Area,Ready To Move,2,1234.060058,"Vadapalani,Chennai",3,13.0511,80.2125,3,150
Super built-up  Area,Ready To Move,3,1625.135428,"Sector 80 Faridabad,Faridabad",2,28.381971,77.347688,1,75
Super built-up  Area,18-Dec,2,813.0081301,"Andheri (West),Mumbai",2,19.139348,72.820458,1,320
Super built-up  Area,Ready To Move,3,2317.497103,"KRM Colony,Visakhapatnam",2,17.7,83.25,2,160
Super built-up  Area,Ready To Move,2,643.9150032,"Vakola,Lalitpur",2,24.69028,78.41889,1,200
Plot  Area,Ready To Move,3,1295.097132,"Sector-74 Noida,Noida",3,28.577673,77.389781,2,70
